operation_id,order_id,batch_id,batch_index,batch_quantity,sequence_index,machine_group_required,machine_id,operation_quantity,unit_processing_time_minutes,processing_time_minutes,setup_time_minutes,total_duration_minutes,start_minute,end_minute,start_time,end_time,scheduled_duration_minutes,active_work_minutes,was_in_progress_at_replan
ORD_015_B01_OP_02,ORD_015,ORD_015_B01,1,5,2,WELD,M_WELD_02,5,10,50,15,65,1835,1900,2026-04-21 14:35:00,2026-04-21 15:40:00,65,65,False
ORD_010_B01_OP_01,ORD_010,ORD_010_B01,1,5,1,CUT,M_CUT_01,5,10,50,5,55,1840,1895,2026-04-21 14:40:00,2026-04-21 15:35:00,55,55,False
ORD_012_B01_OP_03,ORD_012,ORD_012_B01,1,5,3,PACK,M_PACK_01,5,5,25,5,30,1840,1870,2026-04-21 14:40:00,2026-04-21 15:10:00,30,30,False
ORD_003_B01_OP_03,ORD_003,ORD_003_B01,1,5,3,PAINT,M_PAINT_01,5,5,25,15,40,1840,1880,2026-04-21 14:40:00,2026-04-21 15:20:00,40,40,False
ORD_019_B03_OP_02,ORD_019,ORD_019_B03,3,2,2,ASSY,M_ASSY_02,2,10,20,5,25,1855,1880,2026-04-21 14:55:00,2026-04-21 15:20:00,25,25,False
ORD_017_B03_OP_04,ORD_017,ORD_017_B03,3,2,4,PACK,M_PACK_01,2,5,10,0,10,1870,1880,2026-04-21 15:10:00,2026-04-21 15:20:00,10,10,False
ORD_003_B01_OP_04,ORD_003,ORD_003_B01,1,5,4,ASSY,M_ASSY_02,5,5,25,10,35,1880,1915,2026-04-21 15:20:00,2026-04-21 15:55:00,35,35,False
ORD_017_B02_OP_04,ORD_017,ORD_017_B02,2,5,4,PACK,M_PACK_01,5,5,25,0,25,1880,1905,2026-04-21 15:20:00,2026-04-21 15:45:00,25,25,False
ORD_007_B01_OP_03,ORD_007,ORD_007_B01,1,5,3,PAINT,M_PAINT_01,5,10,50,10,60,1880,1940,2026-04-21 15:20:00,2026-04-21 16:20:00,60,60,False
ORD_010_B01_OP_02,ORD_010,ORD_010_B01,1,5,2,ASSY,M_ASSY_01,5,5,25,5,30,1895,1925,2026-04-21 15:35:00,2026-04-21 16:05:00,30,30,False
ORD_015_B03_OP_01,ORD_015,ORD_015_B03,3,5,1,CUT,M_CUT_01,5,10,50,5,55,1895,1950,2026-04-21 15:35:00,2026-04-21 16:30:00,55,55,False
ORD_004_B03_OP_02,ORD_004,ORD_004_B03,3,5,2,WELD,M_WELD_02,5,10,50,15,65,1900,1965,2026-04-21 15:40:00,2026-04-21 16:45:00,65,65,False
ORD_019_B03_OP_03,ORD_019,ORD_019_B03,3,2,3,PACK,M_PACK_01,2,5,10,5,15,1905,1920,2026-04-21 15:45:00,2026-04-21 16:00:00,15,15,False
ORD_015_B01_OP_03,ORD_015,ORD_015_B01,1,5,3,ASSY,M_ASSY_02,5,10,50,15,65,1915,1980,2026-04-21 15:55:00,2026-04-21 17:00:00,65,65,False
ORD_003_B01_OP_05,ORD_003,ORD_003_B01,1,5,5,PACK,M_PACK_01,5,5,25,0,25,1920,1945,2026-04-21 16:00:00,2026-04-21 16:25:00,25,25,False
ORD_013_B01_OP_03,ORD_013,ORD_013_B01,1,5,3,ASSY,M_ASSY_01,5,10,50,5,55,1925,1980,2026-04-21 16:05:00,2026-04-21 17:00:00,55,55,False
ORD_010_B01_OP_03,ORD_010,ORD_010_B01,1,5,3,PACK,M_PACK_01,5,5,25,0,25,1945,1970,2026-04-21 16:25:00,2026-04-21 16:50:00,25,25,False
ORD_002_B03_OP_04,ORD_002,ORD_002_B03,3,5,4,ASSY,M_ASSY_01,5,5,25,10,35,2880,2915,2026-04-22 08:00:00,2026-04-22 08:35:00,35,35,False
ORD_004_B03_OP_03,ORD_004,ORD_004_B03,3,5,3,ASSY,M_ASSY_02,5,15,75,15,90,2880,2970,2026-04-22 08:00:00,2026-04-22 09:30:00,90,90,False
ORD_005_B01_OP_01,ORD_005,ORD_005_B01,1,5,1,CUT,M_CUT_01,5,10,50,15,65,2880,2945,2026-04-22 08:00:00,2026-04-22 09:05:00,65,65,False
ORD_002_B01_OP_01,ORD_002,ORD_002_B01,1,5,1,CUT,M_CUT_02,5,10,50,10,60,2880,2940,2026-04-22 08:00:00,2026-04-22 09:00:00,60,60,False
ORD_015_B01_OP_04,ORD_015,ORD_015_B01,1,5,4,PACK,M_PACK_01,5,5,25,5,30,2880,2910,2026-04-22 08:00:00,2026-04-22 08:30:00,30,30,False
ORD_002_B02_OP_03,ORD_002,ORD_002_B02,2,5,3,PAINT,M_PAINT_01,5,5,25,25,50,2880,2930,2026-04-22 08:00:00,2026-04-22 08:50:00,50,50,False
ORD_015_B03_OP_02,ORD_015,ORD_015_B03,3,5,2,WELD,M_WELD_02,5,10,50,15,65,2880,2945,2026-04-22 08:00:00,2026-04-22 09:05:00,65,65,False
ORD_007_B01_OP_04,ORD_007,ORD_007_B01,1,5,4,ASSY,M_ASSY_01,5,10,50,15,65,2915,2980,2026-04-22 08:35:00,2026-04-22 09:40:00,65,65,False
ORD_002_B03_OP_05,ORD_002,ORD_002_B03,3,5,5,PACK,M_PACK_01,5,5,25,5,30,2915,2945,2026-04-22 08:35:00,2026-04-22 09:05:00,30,30,False
ORD_020_B04_OP_02,ORD_020,ORD_020_B04,4,5,2,PAINT,M_PAINT_01,5,10,50,25,75,2930,3005,2026-04-22 08:50:00,2026-04-22 10:05:00,75,75,False
ORD_004_B04_OP_01,ORD_004,ORD_004_B04,4,5,1,CUT,M_CUT_02,5,5,25,10,35,2940,2975,2026-04-22 09:00:00,2026-04-22 09:35:00,35,35,False
ORD_002_B01_OP_02,ORD_002,ORD_002_B01,1,5,2,WELD,M_WELD_01,5,15,75,20,95,2940,3035,2026-04-22 09:00:00,2026-04-22 10:35:00,95,95,False
ORD_005_B02_OP_01,ORD_005,ORD_005_B02,2,3,1,CUT,M_CUT_01,3,10,30,15,45,2945,2990,2026-04-22 09:05:00,2026-04-22 09:50:00,45,45,False
ORD_004_B01_OP_02,ORD_004,ORD_004_B01,1,5,2,WELD,M_WELD_02,5,10,50,15,65,2945,3010,2026-04-22 09:05:00,2026-04-22 10:10:00,65,65,False
ORD_007_B02_OP_04,ORD_007,ORD_007_B02,2,5,4,ASSY,M_ASSY_02,5,10,50,15,65,2970,3035,2026-04-22 09:30:00,2026-04-22 10:35:00,65,65,False
ORD_004_B02_OP_01,ORD_004,ORD_004_B02,2,5,1,CUT,M_CUT_02,5,5,25,10,35,2975,3010,2026-04-22 09:35:00,2026-04-22 10:10:00,35,35,False
ORD_005_B01_OP_02,ORD_005,ORD_005_B01,1,5,2,ASSY,M_ASSY_01,5,15,75,15,90,2980,3070,2026-04-22 09:40:00,2026-04-22 11:10:00,90,90,False
ORD_007_B01_OP_05,ORD_007,ORD_007_B01,1,5,5,PACK,M_PACK_01,5,5,25,0,25,2980,3005,2026-04-22 09:40:00,2026-04-22 10:05:00,25,25,False
ORD_015_B04_OP_01,ORD_015,ORD_015_B04,4,5,1,CUT,M_CUT_01,5,10,50,5,55,2990,3045,2026-04-22 09:50:00,2026-04-22 10:45:00,55,55,False
ORD_020_B03_OP_02,ORD_020,ORD_020_B03,3,5,2,PAINT,M_PAINT_01,5,10,50,25,75,3005,3080,2026-04-22 10:05:00,2026-04-22 11:20:00,75,75,False
ORD_004_B04_OP_02,ORD_004,ORD_004_B04,4,5,2,WELD,M_WELD_02,5,10,50,15,65,3010,3075,2026-04-22 10:10:00,2026-04-22 11:15:00,65,65,False
ORD_005_B02_OP_02,ORD_005,ORD_005_B02,2,3,2,ASSY,M_ASSY_02,3,15,45,15,60,3035,3095,2026-04-22 10:35:00,2026-04-22 11:35:00,60,60,False
ORD_007_B02_OP_05,ORD_007,ORD_007_B02,2,5,5,PACK,M_PACK_01,5,5,25,0,25,3035,3060,2026-04-22 10:35:00,2026-04-22 11:00:00,25,25,False
ORD_002_B02_OP_04,ORD_002,ORD_002_B02,2,5,4,ASSY,M_ASSY_01,5,5,25,10,35,3070,3105,2026-04-22 11:10:00,2026-04-22 11:45:00,35,35,False
ORD_005_B01_OP_03,ORD_005,ORD_005_B01,1,5,3,PACK,M_PACK_01,5,5,25,0,25,3070,3095,2026-04-22 11:10:00,2026-04-22 11:35:00,25,25,False
ORD_015_B04_OP_02,ORD_015,ORD_015_B04,4,5,2,WELD,M_WELD_02,5,10,50,15,65,3075,3140,2026-04-22 11:15:00,2026-04-22 12:20:00,65,65,False
ORD_002_B01_OP_03,ORD_002,ORD_002_B01,1,5,3,PAINT,M_PAINT_01,5,5,25,25,50,3080,3130,2026-04-22 11:20:00,2026-04-22 12:10:00,50,50,False
ORD_004_B04_OP_03,ORD_004,ORD_004_B04,4,5,3,ASSY,M_ASSY_02,5,15,75,15,90,3095,3185,2026-04-22 11:35:00,2026-04-22 13:05:00,90,90,False
ORD_005_B02_OP_03,ORD_005,ORD_005_B02,2,3,3,PACK,M_PACK_01,3,5,15,0,15,3095,3110,2026-04-22 11:35:00,2026-04-22 11:50:00,15,15,False
ORD_020_B01_OP_03,ORD_020,ORD_020_B01,1,5,3,ASSY,M_ASSY_01,5,10,50,5,55,3105,3160,2026-04-22 11:45:00,2026-04-22 12:40:00,55,55,False
ORD_002_B02_OP_05,ORD_002,ORD_002_B02,2,5,5,PACK,M_PACK_01,5,5,25,5,30,3110,3140,2026-04-22 11:50:00,2026-04-22 12:20:00,30,30,False
ORD_007_B03_OP_03,ORD_007,ORD_007_B03,3,2,3,PAINT,M_PAINT_01,2,10,20,10,30,3130,3160,2026-04-22 12:10:00,2026-04-22 12:40:00,30,30,False
ORD_004_B02_OP_02,ORD_004,ORD_004_B02,2,5,2,WELD,M_WELD_02,5,10,50,15,65,3140,3205,2026-04-22 12:20:00,2026-04-22 13:25:00,65,65,False
ORD_002_B01_OP_04,ORD_002,ORD_002_B01,1,5,4,ASSY,M_ASSY_01,5,5,25,10,35,3160,3195,2026-04-22 12:40:00,2026-04-22 13:15:00,35,35,False
ORD_015_B04_OP_03,ORD_015,ORD_015_B04,4,5,3,ASSY,M_ASSY_02,5,10,50,15,65,3185,3250,2026-04-22 13:05:00,2026-04-22 14:10:00,65,65,False
ORD_020_B04_OP_03,ORD_020,ORD_020_B04,4,5,3,ASSY,M_ASSY_01,5,10,50,5,55,3195,3250,2026-04-22 13:15:00,2026-04-22 14:10:00,55,55,False
ORD_002_B01_OP_05,ORD_002,ORD_002_B01,1,5,5,PACK,M_PACK_01,5,5,25,5,30,3195,3225,2026-04-22 13:15:00,2026-04-22 13:45:00,30,30,False
ORD_004_B04_OP_04,ORD_004,ORD_004_B04,4,5,4,PACK,M_PACK_01,5,5,25,5,30,3225,3255,2026-04-22 13:45:00,2026-04-22 14:15:00,30,30,False
ORD_020_B03_OP_03,ORD_020,ORD_020_B03,3,5,3,ASSY,M_ASSY_01,5,10,50,5,55,3250,3305,2026-04-22 14:10:00,2026-04-22 15:05:00,55,55,False
ORD_015_B03_OP_03,ORD_015,ORD_015_B03,3,5,3,ASSY,M_ASSY_02,5,10,50,15,65,3250,3315,2026-04-22 14:10:00,2026-04-22 15:15:00,65,65,False
ORD_015_B04_OP_04,ORD_015,ORD_015_B04,4,5,4,PACK,M_PACK_01,5,5,25,5,30,3255,3285,2026-04-22 14:15:00,2026-04-22 14:45:00,30,30,False
ORD_007_B03_OP_04,ORD_007,ORD_007_B03,3,2,4,ASSY,M_ASSY_01,2,10,20,15,35,3305,3340,2026-04-22 15:05:00,2026-04-22 15:40:00,35,35,False
ORD_015_B02_OP_03,ORD_015,ORD_015_B02,2,5,3,ASSY,M_ASSY_02,5,10,50,15,65,3315,3380,2026-04-22 15:15:00,2026-04-22 16:20:00,65,65,False
ORD_007_B03_OP_05,ORD_007,ORD_007_B03,3,2,5,PACK,M_PACK_01,2,5,10,0,10,3340,3350,2026-04-22 15:40:00,2026-04-22 15:50:00,10,10,False
ORD_015_B03_OP_04,ORD_015,ORD_015_B03,3,5,4,PACK,M_PACK_01,5,5,25,5,30,3350,3380,2026-04-22 15:50:00,2026-04-22 16:20:00,30,30,False
ORD_015_B02_OP_04,ORD_015,ORD_015_B02,2,5,4,PACK,M_PACK_01,5,5,25,5,30,3380,3410,2026-04-22 16:20:00,2026-04-22 16:50:00,30,30,False
ORD_004_B01_OP_03,ORD_004,ORD_004_B01,1,5,3,ASSY,M_ASSY_01,5,15,75,15,90,4320,4410,2026-04-23 08:00:00,2026-04-23 09:30:00,90,90,False
ORD_004_B02_OP_03,ORD_004,ORD_004_B02,2,5,3,ASSY,M_ASSY_02,5,15,75,15,90,4320,4410,2026-04-23 08:00:00,2026-04-23 09:30:00,90,90,False
ORD_004_B03_OP_04,ORD_004,ORD_004_B03,3,5,4,PACK,M_PACK_01,5,5,25,5,30,4320,4350,2026-04-23 08:00:00,2026-04-23 08:30:00,30,30,False
ORD_004_B01_OP_04,ORD_004,ORD_004_B01,1,5,4,PACK,M_PACK_01,5,5,25,5,30,4410,4440,2026-04-23 09:30:00,2026-04-23 10:00:00,30,30,False
ORD_004_B02_OP_04,ORD_004,ORD_004_B02,2,5,4,PACK,M_PACK_01,5,5,25,5,30,4440,4470,2026-04-23 10:00:00,2026-04-23 10:30:00,30,30,False
