operation_id,order_id,batch_id,batch_index,batch_quantity,sequence_index,machine_group_required,preferred_machine_id,operation_quantity,unit_processing_time_minutes,processing_time_minutes,setup_time_minutes,total_duration_minutes,release_time,deadline,promised_date,is_outsourcable
ORD_013_B02_OP_02,ORD_013,ORD_013_B02,2,5,2,PAINT,M_PAINT_01,5,10,50,20,70,2026-04-20 09:00:00,2026-04-22 06:59:00,2026-04-22 06:59:00,True
ORD_013_B02_OP_03,ORD_013,ORD_013_B02,2,5,3,ASSY,M_ASSY_01,5,10,50,5,55,2026-04-20 09:00:00,2026-04-22 06:59:00,2026-04-22 06:59:00,False
ORD_014_B01_OP_01,ORD_014,ORD_014_B01,1,5,1,CUT,M_CUT_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B01_OP_02,ORD_014,ORD_014_B01,1,5,2,WELD,M_WELD_02,5,10,50,20,70,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B01_OP_03,ORD_014,ORD_014_B01,1,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B01_OP_04,ORD_014,ORD_014_B01,1,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B02_OP_01,ORD_014,ORD_014_B02,2,5,1,CUT,M_CUT_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B02_OP_02,ORD_014,ORD_014_B02,2,5,2,WELD,M_WELD_02,5,10,50,20,70,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,True
ORD_014_B02_OP_03,ORD_014,ORD_014_B02,2,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_014_B02_OP_04,ORD_014,ORD_014_B02,2,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 06:12:00,2026-04-22 06:12:00,False
ORD_015_B01_OP_01,ORD_015,ORD_015_B01,1,5,1,CUT,M_CUT_01,5,10,50,5,55,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B01_OP_02,ORD_015,ORD_015_B01,1,5,2,WELD,M_WELD_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B01_OP_03,ORD_015,ORD_015_B01,1,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B01_OP_04,ORD_015,ORD_015_B01,1,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B02_OP_01,ORD_015,ORD_015_B02,2,5,1,CUT,M_CUT_01,5,10,50,5,55,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B02_OP_02,ORD_015,ORD_015_B02,2,5,2,WELD,M_WELD_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B02_OP_03,ORD_015,ORD_015_B02,2,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B02_OP_04,ORD_015,ORD_015_B02,2,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B03_OP_01,ORD_015,ORD_015_B03,3,5,1,CUT,M_CUT_01,5,10,50,5,55,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B03_OP_02,ORD_015,ORD_015_B03,3,5,2,WELD,M_WELD_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B03_OP_03,ORD_015,ORD_015_B03,3,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B03_OP_04,ORD_015,ORD_015_B03,3,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B04_OP_01,ORD_015,ORD_015_B04,4,5,1,CUT,M_CUT_01,5,10,50,5,55,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B04_OP_02,ORD_015,ORD_015_B04,4,5,2,WELD,M_WELD_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B04_OP_03,ORD_015,ORD_015_B04,4,5,3,ASSY,M_ASSY_02,5,10,50,15,65,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_015_B04_OP_04,ORD_015,ORD_015_B04,4,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 09:20:00,2026-04-22 17:40:00,2026-04-22 17:40:00,False
ORD_016_B01_OP_01,ORD_016,ORD_016_B01,1,5,1,CUT,M_CUT_01,5,10,50,5,55,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B01_OP_02,ORD_016,ORD_016_B01,1,5,2,WELD,M_WELD_02,5,10,50,10,60,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B01_OP_03,ORD_016,ORD_016_B01,1,5,3,ASSY,M_ASSY_01,5,15,75,15,90,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B01_OP_04,ORD_016,ORD_016_B01,1,5,4,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B02_OP_01,ORD_016,ORD_016_B02,2,3,1,CUT,M_CUT_01,3,10,30,5,35,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B02_OP_02,ORD_016,ORD_016_B02,2,3,2,WELD,M_WELD_02,3,10,30,10,40,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,True
ORD_016_B02_OP_03,ORD_016,ORD_016_B02,2,3,3,ASSY,M_ASSY_01,3,15,45,15,60,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_016_B02_OP_04,ORD_016,ORD_016_B02,2,3,4,PACK,M_PACK_01,3,5,15,5,20,2026-04-20 08:20:00,2026-04-22 05:17:00,2026-04-22 05:17:00,False
ORD_017_B01_OP_01,ORD_017,ORD_017_B01,1,5,1,CUT,M_CUT_01,5,10,50,10,60,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B01_OP_02,ORD_017,ORD_017_B01,1,5,2,WELD,M_WELD_02,5,5,25,5,30,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B01_OP_03,ORD_017,ORD_017_B01,1,5,3,ASSY,M_ASSY_01,5,10,50,10,60,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B01_OP_04,ORD_017,ORD_017_B01,1,5,4,PACK,M_PACK_01,5,5,25,0,25,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B02_OP_01,ORD_017,ORD_017_B02,2,5,1,CUT,M_CUT_01,5,10,50,10,60,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B02_OP_02,ORD_017,ORD_017_B02,2,5,2,WELD,M_WELD_02,5,5,25,5,30,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B02_OP_03,ORD_017,ORD_017_B02,2,5,3,ASSY,M_ASSY_01,5,10,50,10,60,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B02_OP_04,ORD_017,ORD_017_B02,2,5,4,PACK,M_PACK_01,5,5,25,0,25,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B03_OP_01,ORD_017,ORD_017_B03,3,2,1,CUT,M_CUT_01,2,10,20,10,30,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B03_OP_02,ORD_017,ORD_017_B03,3,2,2,WELD,M_WELD_02,2,5,10,5,15,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B03_OP_03,ORD_017,ORD_017_B03,3,2,3,ASSY,M_ASSY_01,2,10,20,10,30,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,False
ORD_017_B03_OP_04,ORD_017,ORD_017_B03,3,2,4,PACK,M_PACK_01,2,5,10,0,10,2026-04-20 09:15:00,2026-04-22 06:45:00,2026-04-22 06:45:00,True
ORD_018_B01_OP_01,ORD_018,ORD_018_B01,1,5,1,WELD,M_WELD_02,5,5,25,5,30,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_018_B01_OP_02,ORD_018,ORD_018_B01,1,5,2,PAINT,M_PAINT_01,5,5,25,15,40,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_018_B01_OP_03,ORD_018,ORD_018_B01,1,5,3,ASSY,M_ASSY_01,5,10,50,15,65,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_018_B02_OP_01,ORD_018,ORD_018_B02,2,1,1,WELD,M_WELD_02,1,5,5,5,10,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_018_B02_OP_02,ORD_018,ORD_018_B02,2,1,2,PAINT,M_PAINT_01,1,5,5,15,20,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_018_B02_OP_03,ORD_018,ORD_018_B02,2,1,3,ASSY,M_ASSY_01,1,10,10,15,25,2026-04-20 08:45:00,2026-04-21 20:19:00,2026-04-21 20:19:00,False
ORD_019_B01_OP_01,ORD_019,ORD_019_B01,1,5,1,CUT,M_CUT_01,5,10,50,10,60,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B01_OP_02,ORD_019,ORD_019_B01,1,5,2,ASSY,M_ASSY_02,5,10,50,5,55,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B01_OP_03,ORD_019,ORD_019_B01,1,5,3,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B02_OP_01,ORD_019,ORD_019_B02,2,5,1,CUT,M_CUT_01,5,10,50,10,60,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B02_OP_02,ORD_019,ORD_019_B02,2,5,2,ASSY,M_ASSY_02,5,10,50,5,55,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B02_OP_03,ORD_019,ORD_019_B02,2,5,3,PACK,M_PACK_01,5,5,25,5,30,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B03_OP_01,ORD_019,ORD_019_B03,3,2,1,CUT,M_CUT_01,2,10,20,10,30,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B03_OP_02,ORD_019,ORD_019_B03,3,2,2,ASSY,M_ASSY_02,2,10,20,5,25,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_019_B03_OP_03,ORD_019,ORD_019_B03,3,2,3,PACK,M_PACK_01,2,5,10,5,15,2026-04-20 08:10:00,2026-04-21 22:01:00,2026-04-21 22:01:00,False
ORD_020_B01_OP_01,ORD_020,ORD_020_B01,1,5,1,WELD,M_WELD_01,5,10,50,15,65,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B01_OP_02,ORD_020,ORD_020_B01,1,5,2,PAINT,M_PAINT_01,5,10,50,25,75,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B01_OP_03,ORD_020,ORD_020_B01,1,5,3,ASSY,M_ASSY_01,5,10,50,5,55,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B02_OP_01,ORD_020,ORD_020_B02,2,5,1,WELD,M_WELD_01,5,10,50,15,65,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B02_OP_02,ORD_020,ORD_020_B02,2,5,2,PAINT,M_PAINT_01,5,10,50,25,75,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B02_OP_03,ORD_020,ORD_020_B02,2,5,3,ASSY,M_ASSY_01,5,10,50,5,55,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B03_OP_01,ORD_020,ORD_020_B03,3,5,1,WELD,M_WELD_01,5,10,50,15,65,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B03_OP_02,ORD_020,ORD_020_B03,3,5,2,PAINT,M_PAINT_01,5,10,50,25,75,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B03_OP_03,ORD_020,ORD_020_B03,3,5,3,ASSY,M_ASSY_01,5,10,50,5,55,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B04_OP_01,ORD_020,ORD_020_B04,4,5,1,WELD,M_WELD_01,5,10,50,15,65,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B04_OP_02,ORD_020,ORD_020_B04,4,5,2,PAINT,M_PAINT_01,5,10,50,25,75,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
ORD_020_B04_OP_03,ORD_020,ORD_020_B04,4,5,3,ASSY,M_ASSY_01,5,10,50,5,55,2026-04-20 08:40:00,2026-04-22 16:50:00,2026-04-22 16:50:00,False
